"artist.familiarity","artist.hotttnesss","artist.id","artist.latitude","artist.location","artist.longitude","artist.name","artist.similar","artist.terms","artist.terms_freq","release.id","release.name","song.artist_mbtags","song.artist_mbtags_count","song.bars_confidence","song.bars_start","song.beats_confidence","song.beats_start","song.duration","song.end_of_fade_in","song.hotttnesss","song.id","song.key","song.key_confidence","song.loudness","song.mode","song.mode_confidence","song.start_of_fade_out","song.tatums_confidence","song.tatums_start","song.tempo","song.time_signature","song.time_signature_confidence","song.title","song.year"
"0.776675856","0.553071992","ARIK43K1187B9AE54C","0.0","0","0.0","Lionel Richie","0.0","quiet storm","1.0","25811","0","0.0","1.0","0.191","0.82842","1.0","0.82842","307.3824","0.612","-1.0","SOBONFF12A6D4F84D8","3.0","0.524","-8.346","1","0.533","296.658","0.389","0.58901","125.197","3.0","0.211","0","1986"
"0.636423645","0.447935481","ARD842G1187B997376","43.64856","0","-79.38533","Blue Rodeo","0.0","country rock","1.0","135122","0","0.0","2.0","0.507","1.32118","0.0","0.30065","491.12771","0.0","0.405115722","SOHUOAP12A8AE488E9","7.0","1.0","-8.576","1","0.829","486.034","0.377","0.05047","119.826","4.0","0.756","0","1987"
"0.419943148","0.330806357","ARIG6O41187B988BDD","37.16793","0","-95.84502","Richard Souther","0.0","chill-out","0.830058031","149958","0","0.0","0.0","0.125","1.19076","0.768","0.24795","228.5971","0.223","0.334706549","SOUQQEA12A8C134B1B","8.0","0.041","-16.11","1","0.516","217.426","0.767","0.08584","127.756","5.0","0.579","0","0"
"0.363280571","0.306676094","AR1ZHYZ1187FB3C717","0.0","0","0.0","Faiz Ali Faiz","0.0","qawwali","1.0","535188","0","0.0","0.0","0.443","0.90668","0.0","0.27615","599.24853","1.193","-1.0","SOILPQQ12AB017E82A","6.0","0.06","-8.032","1","0.346","591.999","0.48","0.12168","99.273","4.0","0.158","0","0"
"0.707199764","0.51346329","ARYKCQI1187FB3B18F","0.0","0","0.0","Tesla","0.0","hard rock","1.0","372309","0","0.0","0.0","0.03","0.8752","1.0","0.05728","290.29832","0.145","0.684136191","SOXLBJT12A8C140925","7.0","0.725","-5.271","1","0.756","285.605","0.238","0.05728","150.062","4.0","0.931","0","2004"
"0.32031437","0.0","ARNPAGP1241B9C7FD4","0.0","0","0.0","lextrical","0.0","indietronica","1.0","541101","0","0.0","0.0","0.026","0.66829","0.821","0.22335","165.69424","0.162","0.0","SOZVMJI12AB01808AF","7.0","0.011","-6.787","1","0.568","157.391","0.682","0.22335","138.331","4.0","0.127","0","0"
"0.39413854","0.291539727","ARQGYP71187FB44566","34.31109","0","-94.02978","Jimmy Wakely","0.0","classic country","1.0","605134","0","0.0","0.0","0.163","0.12236","0.0","0.12236","151.84934","2.827","-1.0","SOWTBJW12AC468AC6E","1.0","0.799","-15.221","1","0.716","146.199","0.617","0.12236","86.186","3.0","0.929","0","0"
"0.489816269","0.328553015","ARI3BMM1187FB4255E","38.8991","0","-77.029","Alice Stuart","0.0","electric blues","0.905093008","239740","0","0.0","0.0","0.899","0.46253","0.899","0.46253","220.78649","0.206","0.0","SOBEBDG12A58A76D60","11.0","0.809","-8.514","1","0.521","207.656","0.841","0.16228","110.382","1.0","0.192","0","0"
"0.677420465","0.378254686","AR5KOSW1187FB35FF4","49.80388","0","15.47491","Elena","0.0","uk garage","0.935319892","386995","0","0.0","0.0","0.552","1.06937","0.0","0.51434","269.58322","0.0","0.313562114","SOZCTXZ12AB0182364","2.0","0.596","-8.05","1","0.666","256.168","0.978","0.51434","111.874","4.0","1.0","0","0"
"0.839962768","0.541888972","ARMAC4T1187FB3FA4C","40.82624","0","-74.47995","The Dillinger Escape Plan","0.0","math-core","0.944381208","223365","0","0.0","1.0","0.027","1.06698","0.931","0.33578","207.77751","0.061","0.666527846","SOBBUGU12A8C13E95D","7.0","0.381","-4.264","1","0.453","204.696","0.654","0.15349","166.862","4.0","0.0","0","2004"
"0.435415818","0.306242264","AR47JEX1187B995D81","37.83721","0","-94.35868","SUE THOMPSON","0.0","pop rock","0.979853486","652784","0","0.0","0.0","0.006","0.70311","0.587","0.26706","124.86485","0.0","0.495293621","SOBLGCN12AB0183212","10.0","0.697","-12.332","1","0.541","115.74","1.0","0.04025","137.522","4.0","0.0","0","1985"
"0.6090637","0.363651365","ARGIWFO1187B9B55B7","0.0","0","0.0","Five Bolt Main","0.0","post-grunge","0.953673906","45730","0","0.0","0.0","0.857","0.08901","0.857","0.08901","225.09669","0.0","0.375984302","SOPSWQW12A6D4F8781","7.0","0.53","-5.908","1","0.512","225.097","0.24","0.08901","164.672","1.0","0.0","0","0"
"0.550513698","0.422705641","ARNTLGG11E2835DDB9","0.0","0","0.0","Clp","0.0","breakcore","0.915601748","672016","0","0.0","0.0","0.063","0.93643","1.0","0.45716","338.31138","0.0","-1.0","SOZQDIU12A58A7BCF6","6.0","0.687","-6.486","0","0.486","338.311","0.956","0.21693","125.006","4.0","1.0","0","0"
"0.459797129","0.349912612","ARDNS031187B9924F0","32.67828","0","-83.22295","Tim Wilson","0.0","filk","1.0","160881","0","0.0","0.0","0.0","0.52648","0.0","0.52648","186.48771","1.083","-1.0","SONYPOM12A8C13B2D7","5.0","0.762","-4.516","1","0.539","175.467","0.231","0.07391","90.022","1.0","0.971","0","2005"
"0.588827101","0.379671125","AROUOZZ1187B9ABE51","40.79195","0","-73.94512","Willie Bobo","0.0","latin jazz","0.965406124","59744","0","0.0","0.0","0.02","1.01964","1.0","0.06314","168.25424","0.2","-1.0","SOBZBAZ12A6D4F8742","8.0","0.812","-9.616","1","0.736","161.89","0.959","0.06314","127.025","4.0","0.792","0","1997"
"0.396455254","0.299230368","ARH4Z031187B9A71F2","40.73197","0","-74.17418","Faye Adams","0.0","jump blues","1.0","373723","0","0.0","0.0","0.096","0.97531","0.987","0.3393","156.39465","0.562","0.0","SOVYKGO12AB0187199","8.0","0.569","-18.051","1","0.495","150.634","0.67","0.3393","95.957","3.0","0.689","0","1961"
"0.706827671","0.416173065","ARB29H41187B98F0EF","41.88415","0","-87.63241","Terry Callier","0.0","soul jazz","0.985011245","228326","0","0.0","1.0","0.145","0.96908","0.708","0.42073","342.56934","0.063","0.413739836","SOGNCJP12A58A80271","6.0","0.381","-11.939","1","0.538","333.154","0.462","0.13836","110.189","3.0","0.353","0","1972"
"0.560557984","0.452789477","AR1Y2PT1187FB5B9CE","27.94017","0","-82.32547","John Wesley","0.0","disco","1.0","463514","0","0.0","0.0","0.042","0.56075","0.0","0.56075","484.62322","28.172","0.377531645","SOLLHMX12AB01846DC","4.0","0.283","-15.335","0","0.363","480.363","0.057","0.56075","138.007","4.0","0.893","0","0"
"0.640807102","0.418216518","ARAJPHH1187FB5566A","40.7038","0","-73.83168","The Shangri-Las","0.0","doo-wop","0.922774628","643400","0","0.0","0.0","0.812","0.10131","0.812","0.10131","164.80608","0.0","0.443291312","SOYTPEP12AB0180E7B","10.0","0.254","-10.922","1","0.042","156.177","0.879","0.10131","130.1","1.0","0.0","0","1964"
"0.523714637","0.384611084","AR0RCMP1187FB3F427","30.08615","0","-94.10158","Billie Jo Spears","0.0","classic country","0.984993496","663761","0","0.0","0.0","0.0","0.24118","0.0","0.24118","133.32853","0.0","0.0","SOGXHEG12AB018653E","4.0","0.384","-9.983","1","0.402","130.009","0.515","0.04851","160.839","1.0","0.0","0","1992"
"0.79360508","0.426317956","AREBBGV1187FB523D2","0.0","0","0.0","Mike Jones (Featuring CJ_ Mello & Lil' Bran)","0.0","rap","1.0","12882","0","0.0","0.0","0.616","0.40866","0.616","0.40866","173.66159","0.0","-1.0","SOOLYAZ12A6701F4A6","7.0","0.299","-7.762","1","0.464","164.908","0.536","0.05133","41.993","1.0","0.0","0","0"
"0.501544777","0.392733676","ARGUVEV1187B98BA17","0.0","0","0.0","Sierra Maestra","0.0","charanga","1.0","270281","0","0.0","0.0","0.291","0.76895","0.219","0.09309","313.12934","0.0","-1.0","SOGOSOV12AF72A285E","9.0","0.724","-9.512","1","0.364","307.688","0.372","0.09309","189.646","3.0","0.674","0","1997"
"0.809323793","0.488019842","ARPQ4Z01187FB3A736","29.42449","0","-98.49462","Butthole Surfers","0.0","noise rock","1.0","244586","0","0.0","1.0","0.035","0.2438","0.604","0.2438","450.84689","0.467","0.593943076","SOJXVAH12A8C139700","4.0","0.726","-9.063","0","0.367","426.104","0.267","0.09307","130.586","4.0","0.42","0","0"
"0.632559542","0.41168896","ARNQAVF11F4C844C04","0.0","0","0.0","Despina Vandi","0.0","dance pop","1.0","157648","0","0.0","0.0","0.791","0.10104","0.895","0.10104","303.09832","0.067","-1.0","SOVXMTN12A8C135A18","8.0","0.532","-8.879","0","0.516","294.818","0.764","0.10104","128.292","4.0","0.83","0","0"
"0.597541218","0.382651971","ARXUT4W1187FB48BEB","0.0","0","0.0","Javier Navarrete","0.0","orchestra","0.842995301","644631","0","0.0","0.0","0.359","0.77461","0.773","0.77461","128.83546","0.0","0.394394856","SORSECL12AB0182267","3.0","0.0","-17.699","1","0.251","121.423","0.302","0.77461","90.932","3.0","1.0","0","0"
"0.495445922","0.294861262","ARDD1RC1187B9B52B4","0.0","0","0.0","Jacob Young","0.0","cool jazz","0.878319228","730551","0","0.0","1.0","0.238","0.92047","0.908","0.23284","456.30649","0.241","0.0","SOOGFBZ12AC3DF7FF2","1.0","0.611","-19.478","1","0.546","451.315","0.0","0.06094","89.667","4.0","0.747","0","0"
"0.527865076","0.393121934","ARLGWFM1187FB4AC9F","34.05349","0","-118.24532","Scarlet's Remains","0.0","gothic metal","0.974033549","709879","0","0.0","0.0","0.379","0.73465","0.268","0.28881","198.73914","0.0","0.450992312","SOMSBGZ12AB018C4CB","7.0","0.673","-7.469","1","0.579","193.016","0.461","0.14044","115.061","4.0","0.731","0","2007"
"0.668674533","0.467538444","ARWYVP51187B98C516","42.33168","0","-83.04792","The Suicide Machines","0.0","ska punk","1.0","706005","0","0.0","0.0","0.987","0.90181","0.471","0.38075","95.68608","0.0","0.528782481","SONYRZV12AB018AF70","2.0","0.421","-2.022","1","0.589","87.806","0.84","0.12215","115.887","4.0","0.744","0","2003"
"0.814829656","0.735765693","ARFCUN31187B9AD578","51.50632","0","-0.12714","The Rolling Stones","0.0","blues","0.999983058","42595","0","0.0","4.0","0.797","0.15016","0.797","0.15016","271.49016","0.171","0.83449262","SONQBUB12A6D4F8ED0","9.0","0.301","-10.358","0","0.392","263.784","0.018","0.15016","139.333","1.0","0.0","0","0"
"0.482356043","0.350078579","AR6YDKV1187B989230","0.0","0","0.0","Roberto Torres","0.0","salsa","1.0","782470","0","0.0","0.0","0.016","0.86592","0.917","0.34973","226.66404","0.311","0.0","SOHGKJW12AC468A8BD","0.0","0.863","-12.716","1","0.671","219.51","0.646","0.34973","117.271","4.0","0.453","0","0"
"0.661080168","0.442765842","ARV1JVD1187B9AD195","35.91463","0","-79.05661","Loudon Wainwright III","0.0","modern rock","1.0","28723","0","0.0","1.0","0.077","1.56662","0.799","0.37554","190.48444","0.258","0.510119314","SOINBCU12A6D4F94C0","3.0","0.544","-15.663","1","0.596","177.029","0.537","0.37554","102.428","4.0","0.496","0","1995"
"0.701180874","0.466628889","AR7TTS41187B9B42D3","34.36401","0","-89.51877","R.L. Burnside","0.0","delta blues","0.980350471","557761","0","0.0","1.0","0.002","0.93659","0.885","0.275","277.78567","0.24","0.482137585","SOTWVQT12A58A79650","2.0","0.0","-6.944","1","0.0","267.453","0.963","0.275","89.984","4.0","0.0","0","2004"
"0.73379894","0.544257506","ART3O5Z1187B9AB043","32.77815","0","-96.7954","Stevie Ray Vaughan","0.0","texas blues","0.999791772","417945","0","0.0","1.0","0.008","0.74277","1.0","0.2077","248.78975","0.183","-1.0","SOTSEJY12AB0180F56","1.0","0.754","-7.805","1","0.597","246.19","0.867","0.2077","116.721","4.0","0.522","0","1992"
"0.590692918","0.452817838","AR5U94U1187FB5CDCF","0.0","0","0.0","John Hammond","0.0","blues","1.0","575531","0","0.0","1.0","0.058","0.32071","0.651","0.32071","195.3171","0.0","-1.0","SOTSETT12AB01863B8","7.0","0.98","-10.7","1","0.753","187.617","0.672","0.32071","123.142","4.0","0.678","0","2002"
"0.665322162","0.394217199","ARRJNTE1187FB44E12","0.0","0","0.0","Casiotone For The Painfully Alone","0.0","trip hop","0.877629027","234425","0","0.0","1.0","0.002","0.74575","0.706","0.32409","175.72526","0.734","0.785892288","SOTUNMH12A6D4FA3E6","0.0","0.522","-10.93","1","0.474","168.699","1.0","0.11431","141.919","4.0","0.445","0","2006"
"0.50407567","0.33457736","AR6IRG41187B9A4D98","52.51607","0","13.37698","Ec8or","0.0","hardcore techno","1.0","505301","0","0.0","0.0","0.024","0.47086","0.0","0.47086","217.23383","1.042","-1.0","SOEPPKB12AB018418B","10.0","0.005","-9.493","0","0.305","213.496","0.283","0.15342","95.596","4.0","1.0","0","1995"
"0.717670525","0.479308459","ARS1OWB1187B99EEAD","0.0","0","0.0","The New York Dolls","0.0","glam rock","0.998786077","74655","0","0.0","1.0","0.877","0.12284","0.877","0.12284","344.05832","0.068","0.561692411","SOGKIWV12A6D4F86C4","11.0","0.425","-9.253","1","0.486","335.029","0.56","0.12284","154.953","1.0","0.0","0","1974"
"0.669726188","0.427914247","ARGMXQW1187FB54C34","-23.56287","0","-46.65466","Eliane Elias","0.0","brazilian jazz","1.0","322532","0","0.0","1.0","0.068","2.90946","0.675","0.14772","251.42812","0.071","0.43483809","SOPHYIS12AAF3B35A3","7.0","0.391","-12.009","1","0.319","237.598","0.228","0.14772","86.091","5.0","0.551","0","2009"
"0.569741152","0.412240601","AROEL1B1187B988B90","0.0","0","0.0","Lost Boyz","0.0","gangster rap","1.0","14592","0","0.0","1.0","0.267","0.34237","1.0","0.34237","269.7922","0.218","0.405115722","SOFHBAR12A6701D0FE","7.0","0.715","-11.043","1","0.614","257.416","0.466","0.34237","90.218","4.0","1.0","0","1997"
"0.640048357","0.40439264","AR8W8DN1187FB35ED0","34.05349","0","-118.24532","The Germs","0.0","rock","1.0","515081","0","0.0","1.0","0.276","0.05314","0.276","0.05314","206.05342","0.0","-1.0","SOCPRKM12AB018A2FD","11.0","0.641","-11.506","0","0.597","206.053","0.48","0.05314","133.144","1.0","0.0","0","1977"
"0.397772876","0.383475745","ARUWLCL1187FB549B8","0.0","0","0.0","Yamandu Costa","0.0","brazilian jazz","1.0","765750","0","0.0","0.0","0.599","0.31943","0.462","0.02559","190.04036","0.0","-1.0","SOFGHAM12AB0186412","2.0","0.105","-14.179","1","0.433","176.924","0.626","0.02559","205.317","4.0","0.0","0","0"
"0.643182773","0.500691341","AR3793X1187FB50CB3","0.0","0","0.0","Chris Rea","0.0","soft rock","0.961375214","17220","0","0.0","1.0","0.386","0.42366","0.0","0.0889","241.162","0.549","0.767727748","SODHVES12A6701CE6B","9.0","0.222","-8.531","1","0.403","230.342","0.587","0.0889","180.149","4.0","0.0","0","1986"
"0.411421048","0.338414819","ARINEWW1187FB5577E","0.0","0","0.0","Perrey And Kingsley","0.0","easy listening","0.947930118","617077","0","0.0","0.0","0.102","0.49054","0.0","0.49054","122.64444","0.99","0.43483809","SOXIATP12AAF3B2184","0.0","0.61","-8.541","0","0.489","109.627","0.411","0.05812","102.538","4.0","0.869","0","1966"
"0.75100762","0.523699078","ARDGB6U1187FB3AD07","51.50632","0","-0.12714","Eurythmics","0.0","dance rock","0.947914829","278999","0","0.0","2.0","0.453","8.99358","0.777","2.31778","207.0722","2.583","0.38293509","SOGNQWU12A8AE4868F","0.0","0.442","-6.629","1","0.371","202.757","0.516","2.31778","84.164","4.0","0.853","0","1985"
"0.54858513","0.383524247","AR2J2WF1187FB46271","54.48303","0","-3.53444","Francis Dunnery","0.0","singer-songwriter","1.0","19601","0","0.0","0.0","0.008","1.1612","0.379","0.67535","300.79955","0.0","0.610474258","SOYQOFI12A6D4F76E1","7.0","0.666","-13.33","1","0.658","298.347","0.249","0.42142","124.175","4.0","0.698","0","1995"
"0.749317801","0.481655862","ARUI8651187B9ACF52","0.0","0","0.0","John Cale","0.0","experimental rock","1.0","38599","0","0.0","2.0","0.632","0.02909","0.632","0.02909","228.46649","0.0","0.226555314","SOVOLGY12A6D4F822B","7.0","0.458","-12.412","1","0.602","228.466","0.513","0.02909","137.004","1.0","0.0","0","1997"
"0.631946666","0.380704536","AR89DTT1187B9A7ED5","37.77916","0","-122.42005","Suzanne Ciani","0.0","meditation","0.920584126","619882","0","0.0","1.0","0.114","0.96617","0.526","0.3834","239.59465","0.311","0.415983118","SOMZCVH12AB0182B8E","7.0","0.527","-21.552","1","0.613","236.507","0.488","0.08155","106.33","4.0","0.526","0","0"
"0.653937821","0.396855869","ARMD0G81187B99A519","0.0","0","0.0","Vickie Winans","0.0","ccm","1.0","618615","0","0.0","0.0","0.572","1.06091","0.601","0.50472","228.93669","0.338","-1.0","SONXJBL12AAF3B2C0C","11.0","0.172","-8.686","0","0.369","219.574","0.275","0.22871","107.961","4.0","1.0","0","0"
"0.668370612","0.45755391","AR0VZWC1187B99BA57","-37.81753","0","144.96715","The Berzerker","0.0","speedcore","0.932857594","681639","0","0.0","1.0","0.234","0.38387","0.0","0.38387","165.61587","2.171","0.0","SOYWZTU12AB0180E26","1.0","0.108","-6.222","1","0.256","165.616","0.115","0.21142","174.287","3.0","0.132","0","2000"
"0.845768866","0.788805935","ARF2EHS1187B994F4E","36.16778","0","-86.77836","Kings Of Leon","0.0","southern rock","1.0","449471","0","0.0","2.0","0.109","1.18583","1.0","0.15226","187.92444","0.328","0.685940227","SOLGHDZ12AB0183B11","0.0","0.612","-5.907","1","0.735","180.344","0.784","0.15226","116.823","4.0","0.347","0","2003"
"0.407455644","0.30004649","ARZKRD01187FB45FD2","0.0","0","0.0","Edith Lefel","0.0","zouk","1.0","321356","0","0.0","0.0","0.018","1.1958","0.611","0.01968","276.50567","0.299","0.0","SOTNTNJ12AAA15FBD6","0.0","0.29","-4.638","1","0.389","261.956","0.656","0.01968","101.972","4.0","1.0","0","0"
"0.460171324","0.189314878","ARK4H5K1187B992F74","0.0","0","0.0","Taras","0.0","trance","1.0","530141","0","0.0","0.0","0.084","0.89225","0.907","0.41788","200.25424","0.0","-1.0","SOXZXXV12AAF3B3A67","11.0","0.056","-5.884","0","0.283","194.844","0.582","0.1801","127.97","4.0","0.0","0","0"
"0.778816717","0.554291489","AR06EB01187FB40150","0.0","0","0.0","NOFX","0.0","punk","1.0","104765","0","0.0","3.0","0.081","0.76754","0.644","0.29609","144.50893","0.237","0.671236027","SOPIKEG12A58291636","4.0","0.093","-7.787","0","0.423","140.057","0.829","0.0586","152.622","4.0","0.358","0","1992"
"0.435889847","0.26803784","ARKPDBH1242077DEB1","0.0","0","0.0","Murskahumppa","0.0","suomi rock","1.0","695158","0","0.0","0.0","0.668","0.1737","0.635","0.1737","285.17832","0.0","-1.0","SOIRNBO12AC468D207","7.0","0.379","-8.488","1","0.401","275.853","0.303","0.1737","110.787","3.0","1.0","0","0"
"0.711165787","0.466826993","ARBJSO81187B9BA09B","0.0","0","0.0","Soda Stereo","0.0","rock","1.0","509770","0","0.0","1.0","0.393","1.74155","0.872","0.67947","246.69995","0.322","0.62616576","SOSBDSF12AB0189007","7.0","0.161","-9.603","1","0.205","224.049","0.399","0.42263","112.903","4.0","1.0","0","1990"
"0.443162398","0.30045446","ARRC2JF1187B9B6A93","-24.9162","0","133.39311","Bruce Rowland","0.0","easy listening","1.0","223779","0","0.0","0.0","0.066","0.36508","0.948","0.36508","84.03546","0.328","0.0","SOIJXXM12A8C1416D6","7.0","0.469","-26.266","1","0.591","75.79","0.386","0.11188","115.642","4.0","0.44","0","1985"
"0.400433514","0.266275286","ARNIFX51187FB418EA","0.0","0","0.0","Xcultures","0.0","gabba","0.942755424","466577","0","0.0","0.0","0.023","1.21595","1.0","0.25377","273.52771","2.177","0.199238262","SOHMMMC12AB0181C42","1.0","0.652","-6.305","1","0.694","268.893","0.641","0.25377","125.013","4.0","1.0","0","2000"
"0.477364753","0.337507289","ARCCRTI11F4C845308","0.0","0","0.0","White Heart","0.0","ccm","1.0","148547","0","0.0","0.0","0.0","0.36873","0.443","0.36873","298.84036","19.093","0.265861049","SOVJXVJ12A8C13517D","5.0","0.596","-9.998","1","0.567","289.46","0.0","0.16818","113.277","4.0","0.872","0","0"
"0.617870116","0.36366811","ARNVH8S1187FB52F86","18.11526","0","-77.27348","Heavy D / McGruff","0.0","pop rap","0.892334368","423012","0","0.0","0.0","0.036","0.98426","0.883","0.36334","161.38404","0.165","0.237733942","SOFZCTA12AB0188D8F","5.0","0.665","-9.161","0","0.606","161.384","0.262","0.05327","96.979","4.0","0.895","0","1997"
"0.744641246","0.579988982","ARNLO5S1187B9B80CC","0.0","0","0.0","Van Halen","0.0","heavy metal","0.999932033","7133","0","0.0","1.0","0.812","0.34761","0.812","0.34761","209.29261","0.0","0.82448213","SOLRYQR12A670215BF","8.0","0.455","-4.865","1","0.48","206.623","0.775","0.14268","140.995","1.0","0.41","0","0"
"0.845601887","1.005941966","ARTDQRC1187FB4EFD4","0.0","0","0.0","Black Eyed Peas","0.0","hip hop","1.0","358442","0","0.0","1.0","0.933","1.1904","0.692","0.63902","229.61587","0.0","0.624425493","SOCHRXB12A8AE48069","11.0","0.205","-4.882","0","0.332","213.664","0.41","0.36332","105.206","4.0","1.0","0","2004"
"0.905776889","0.598458501","ARK9TRQ1187B99C095","41.50471","0","-81.69074","Nine Inch Nails","0.0","industrial metal","0.999945289","15567","0","0.0","7.0","0.018","1.76242","1.0","0.80838","426.89261","0.286","0.635536649","SOKBBXO12A6701DEA0","0.0","0.05","-12.951","0","0.395","399.9","1.0","0.33137","63.017","4.0","0.378","0","2000"
"0.694021648","0.479407676","ARODBRG1187FB3FD99","0.0","0","0.0","Nick Cave & The Bad Seeds","0.0","rock","1.0","413222","0","0.0","2.0","0.023","0.85641","0.277","0.44094","269.26975","3.889","-1.0","SOWHYUG12A58A77FAB","9.0","0.052","-11.751","0","0.142","262.798","0.495","0.23321","144.603","4.0","0.0","0","0"
"0.408389022","0.139247394","ARMBYRO1187FB57419","0.0","0","0.0","Nadine Renee","0.0","freestyle","1.0","80578","0","0.0","0.0","0.319","0.50432","0.0","0.14912","249.41669","0.647","0.198785349","SOYSTDI12A6D4F6500","2.0","0.883","-6.693","1","0.728","238.434","0.662","0.14912","167.92","4.0","0.75","0","0"
